LOG_TIMESTAMP,XTIM.SX.WE-CT:Acquisition:acqC,SPS.T2:INTENSITY,UTC_DATE,CEST_DATE
1728674214.99,4455,3224540200000.0,2024-10-11 19:16:54.990000010+00:00,2024-10-11 21:16:54.990000010+02:00
1728674229.3899999,4455,3252278000000.0,2024-10-11 19:17:09.389999866+00:00,2024-10-11 21:17:09.389999866+02:00
1728674243.79,4455,3195210200000.0,2024-10-11 19:17:23.789999962+00:00,2024-10-11 21:17:23.789999962+02:00
1728674258.1899998,4455,3257054600000.0,2024-10-11 19:17:38.189999819+00:00,2024-10-11 21:17:38.189999819+02:00
1728674272.59,4455,3161941600000.0,2024-10-11 19:17:52.589999914+00:00,2024-10-11 21:17:52.589999914+02:00
1728674286.99,4455,3251021000000.0,2024-10-11 19:18:06.990000010+00:00,2024-10-11 21:18:06.990000010+02:00
1728674301.3899999,4455,3253870200000.0,2024-10-11 19:18:21.389999866+00:00,2024-10-11 21:18:21.389999866+02:00
1728674315.79,4455,3187919600000.0,2024-10-11 19:18:35.789999962+00:00,2024-10-11 21:18:35.789999962+02:00
1728674330.1899998,4455,3169399800000.0,2024-10-11 19:18:50.189999819+00:00,2024-10-11 21:18:50.189999819+02:00
1728674344.59,4455,3198059400000.0,2024-10-11 19:19:04.589999914+00:00,2024-10-11 21:19:04.589999914+02:00
1728674358.99,4455,3200238200000.0,2024-10-11 19:19:18.990000010+00:00,2024-10-11 21:19:18.990000010+02:00
1728674373.3899999,4455,3195461600000.0,2024-10-11 19:19:33.389999866+00:00,2024-10-11 21:19:33.389999866+02:00
1728674387.79,4455,3186914000000.0,2024-10-11 19:19:47.789999962+00:00,2024-10-11 21:19:47.789999962+02:00
1728674402.1899998,4455,3098756400000.0,2024-10-11 19:20:02.189999819+00:00,2024-10-11 21:20:02.189999819+02:00
1728674416.59,4455,3147109000000.0,2024-10-11 19:20:16.589999914+00:00,2024-10-11 21:20:16.589999914+02:00
1728674430.99,4455,3194875000000.0,2024-10-11 19:20:30.990000010+00:00,2024-10-11 21:20:30.990000010+02:00
1728674445.3899999,4455,3188003400000.0,2024-10-11 19:20:45.389999866+00:00,2024-10-11 21:20:45.389999866+02:00
1728674459.79,4455,3196467200000.0,2024-10-11 19:20:59.789999962+00:00,2024-10-11 21:20:59.789999962+02:00
1728674474.1899998,4455,3153729200000.0,2024-10-11 19:21:14.189999819+00:00,2024-10-11 21:21:14.189999819+02:00
1728674488.59,4455,3161857800000.0,2024-10-11 19:21:28.589999914+00:00,2024-10-11 21:21:28.589999914+02:00
1728674502.99,4455,3203841600000.0,2024-10-11 19:21:42.990000010+00:00,2024-10-11 21:21:42.990000010+02:00
