LOG_TIMESTAMP,SPS.T2:INTENSITY,XTIM.SX.WE-CT:Acquisition:acqC,UTC_DATE,CEST_DATE
1728063788.1899998,3158673400000.0,4455,2024-10-04 17:43:08.189999872+00:00,2024-10-04 19:43:08.189999872+02:00
1728063802.59,3119538800000.0,4455,2024-10-04 17:43:22.589999872+00:00,2024-10-04 19:43:22.589999872+02:00
1728063816.99,3147360400000.0,4455,2024-10-04 17:43:36.990000128+00:00,2024-10-04 19:43:36.990000128+02:00
1728063831.3899999,3074370600000.0,4455,2024-10-04 17:43:51.389999872+00:00,2024-10-04 19:43:51.389999872+02:00
1728063845.79,3138896600000.0,4455,2024-10-04 17:44:05.789999872+00:00,2024-10-04 19:44:05.789999872+02:00
1728063860.1899998,2481904600000.0,4455,2024-10-04 17:44:20.189999872+00:00,2024-10-04 19:44:20.189999872+02:00
1728063874.59,3004565200000.0,4455,2024-10-04 17:44:34.589999872+00:00,2024-10-04 19:44:34.589999872+02:00
1728063888.99,2934843600000.0,4455,2024-10-04 17:44:48.990000128+00:00,2024-10-04 19:44:48.990000128+02:00
1728063903.3899999,3013029000000.0,4455,2024-10-04 17:45:03.389999872+00:00,2024-10-04 19:45:03.389999872+02:00
1728063917.79,2977078800000.0,4455,2024-10-04 17:45:17.789999872+00:00,2024-10-04 19:45:17.789999872+02:00
1728063932.1899998,3056269800000.0,4455,2024-10-04 17:45:32.189999872+00:00,2024-10-04 19:45:32.189999872+02:00
1728063946.59,3014788800000.0,4455,2024-10-04 17:45:46.589999872+00:00,2024-10-04 19:45:46.589999872+02:00
1728063960.99,2995850000000.0,4455,2024-10-04 17:46:00.990000128+00:00,2024-10-04 19:46:00.990000128+02:00
1728063975.3899999,3041856200000.0,4455,2024-10-04 17:46:15.389999872+00:00,2024-10-04 19:46:15.389999872+02:00
1728063989.79,3021325200000.0,4455,2024-10-04 17:46:29.789999872+00:00,2024-10-04 19:46:29.789999872+02:00
1728064004.1899998,2967777000000.0,4455,2024-10-04 17:46:44.189999872+00:00,2024-10-04 19:46:44.189999872+02:00
1728064018.59,2993336000000.0,4455,2024-10-04 17:46:58.589999872+00:00,2024-10-04 19:46:58.589999872+02:00
1728064032.99,3016045800000.0,4455,2024-10-04 17:47:12.990000128+00:00,2024-10-04 19:47:12.990000128+02:00
1728064047.3899999,3019397800000.0,4455,2024-10-04 17:47:27.389999872+00:00,2024-10-04 19:47:27.389999872+02:00
1728064061.79,2996855600000.0,4455,2024-10-04 17:47:41.789999872+00:00,2024-10-04 19:47:41.789999872+02:00
1728064076.1899998,3026939800000.0,4455,2024-10-04 17:47:56.189999872+00:00,2024-10-04 19:47:56.189999872+02:00
1728064090.59,3054174800000.0,4455,2024-10-04 17:48:10.589999872+00:00,2024-10-04 19:48:10.589999872+02:00
1728064104.99,3039426000000.0,4455,2024-10-04 17:48:24.990000128+00:00,2024-10-04 19:48:24.990000128+02:00
1728064119.3899999,2992162800000.0,4455,2024-10-04 17:48:39.389999872+00:00,2024-10-04 19:48:39.389999872+02:00
1728064133.79,3001213200000.0,4455,2024-10-04 17:48:53.789999872+00:00,2024-10-04 19:48:53.789999872+02:00
1728064148.1899998,2957804800000.0,4455,2024-10-04 17:49:08.189999872+00:00,2024-10-04 19:49:08.189999872+02:00
1728064162.59,3017302800000.0,4455,2024-10-04 17:49:22.589999872+00:00,2024-10-04 19:49:22.589999872+02:00
1728064176.99,2952357800000.0,4455,2024-10-04 17:49:36.990000128+00:00,2024-10-04 19:49:36.990000128+02:00
1728064191.3899999,3091382000000.0,4455,2024-10-04 17:49:51.389999872+00:00,2024-10-04 19:49:51.389999872+02:00
1728064205.79,3008336200000.0,4455,2024-10-04 17:50:05.789999872+00:00,2024-10-04 19:50:05.789999872+02:00
1728064220.1899998,2970793800000.0,4455,2024-10-04 17:50:20.189999872+00:00,2024-10-04 19:50:20.189999872+02:00
1728064234.59,3044035000000.0,4455,2024-10-04 17:50:34.589999872+00:00,2024-10-04 19:50:34.589999872+02:00
1728064248.99,3026772200000.0,4455,2024-10-04 17:50:48.990000128+00:00,2024-10-04 19:50:48.990000128+02:00
1728064263.3899999,3022079400000.0,4455,2024-10-04 17:51:03.389999872+00:00,2024-10-04 19:51:03.389999872+02:00
1728064277.79,3021576600000.0,4455,2024-10-04 17:51:17.789999872+00:00,2024-10-04 19:51:17.789999872+02:00
1728064292.1899998,3074119200000.0,4455,2024-10-04 17:51:32.189999872+00:00,2024-10-04 19:51:32.189999872+02:00
1728064306.59,3029118600000.0,4455,2024-10-04 17:51:46.589999872+00:00,2024-10-04 19:51:46.589999872+02:00
1728064320.99,3088113800000.0,4455,2024-10-04 17:52:00.990000128+00:00,2024-10-04 19:52:00.990000128+02:00
1728064335.3899999,3104957600000.0,4455,2024-10-04 17:52:15.389999872+00:00,2024-10-04 19:52:15.389999872+02:00
1728064349.79,3050822800000.0,4455,2024-10-04 17:52:29.789999872+00:00,2024-10-04 19:52:29.789999872+02:00
1728064364.1899998,3025934200000.0,4455,2024-10-04 17:52:44.189999872+00:00,2024-10-04 19:52:44.189999872+02:00
1728064378.59,3062303400000.0,4455,2024-10-04 17:52:58.589999872+00:00,2024-10-04 19:52:58.589999872+02:00
1728064392.99,2983615200000.0,4455,2024-10-04 17:53:12.990000128+00:00,2024-10-04 19:53:12.990000128+02:00
1728064407.3899999,2286315400000.0,4455,2024-10-04 17:53:27.389999872+00:00,2024-10-04 19:53:27.389999872+02:00
1728064421.79,3035152200000.0,4455,2024-10-04 17:53:41.789999872+00:00,2024-10-04 19:53:41.789999872+02:00
1728064436.1899998,3025515200000.0,4455,2024-10-04 17:53:56.189999872+00:00,2024-10-04 19:53:56.189999872+02:00
1728064450.59,3066661000000.0,4455,2024-10-04 17:54:10.589999872+00:00,2024-10-04 19:54:10.589999872+02:00
1728064464.99,3069426400000.0,4455,2024-10-04 17:54:24.990000128+00:00,2024-10-04 19:54:24.990000128+02:00
1728064479.3899999,3092806600000.0,4455,2024-10-04 17:54:39.389999872+00:00,2024-10-04 19:54:39.389999872+02:00
1728064493.79,3070180600000.0,4455,2024-10-04 17:54:53.789999872+00:00,2024-10-04 19:54:53.789999872+02:00
1728064508.1899998,3056521200000.0,4455,2024-10-04 17:55:08.189999872+00:00,2024-10-04 19:55:08.189999872+02:00
1728064522.59,3039426000000.0,4455,2024-10-04 17:55:22.589999872+00:00,2024-10-04 19:55:22.589999872+02:00
1728064536.99,3085599800000.0,4455,2024-10-04 17:55:36.990000128+00:00,2024-10-04 19:55:36.990000128+02:00
1728064551.3899999,3066661000000.0,4455,2024-10-04 17:55:51.389999872+00:00,2024-10-04 19:55:51.389999872+02:00
1728064565.79,3040766800000.0,4455,2024-10-04 17:56:05.789999872+00:00,2024-10-04 19:56:05.789999872+02:00
1728064580.1899998,3058448600000.0,4455,2024-10-04 17:56:20.189999872+00:00,2024-10-04 19:56:20.189999872+02:00
1728064594.59,2949760000000.0,4455,2024-10-04 17:56:34.589999872+00:00,2024-10-04 19:56:34.589999872+02:00
1728064608.99,2886993800000.0,4455,2024-10-04 17:56:48.990000128+00:00,2024-10-04 19:56:48.990000128+02:00
1728064623.3899999,2908530400000.0,4455,2024-10-04 17:57:03.389999872+00:00,2024-10-04 19:57:03.389999872+02:00
1728064637.79,2897804000000.0,4455,2024-10-04 17:57:17.789999872+00:00,2024-10-04 19:57:17.789999872+02:00
1728064652.1899998,2899815200000.0,4455,2024-10-04 17:57:32.189999872+00:00,2024-10-04 19:57:32.189999872+02:00
1728064666.59,2884144600000.0,4455,2024-10-04 17:57:46.589999872+00:00,2024-10-04 19:57:46.589999872+02:00
1728064680.99,2912971800000.0,4455,2024-10-04 17:58:00.990000128+00:00,2024-10-04 19:58:00.990000128+02:00
1728064695.3899999,2862859400000.0,4455,2024-10-04 17:58:15.389999872+00:00,2024-10-04 19:58:15.389999872+02:00
1728064709.79,2895206200000.0,4455,2024-10-04 17:58:29.789999872+00:00,2024-10-04 19:58:29.789999872+02:00
1728064724.1899998,2910290200000.0,4455,2024-10-04 17:58:44.189999872+00:00,2024-10-04 19:58:44.189999872+02:00
1728064738.59,2871742200000.0,4455,2024-10-04 17:58:58.589999872+00:00,2024-10-04 19:58:58.589999872+02:00
1728064752.99,2960821600000.0,4455,2024-10-04 17:59:12.990000128+00:00,2024-10-04 19:59:12.990000128+02:00
1728064767.3899999,2912720400000.0,4455,2024-10-04 17:59:27.389999872+00:00,2024-10-04 19:59:27.389999872+02:00
1728064781.79,2883809400000.0,4455,2024-10-04 17:59:41.789999872+00:00,2024-10-04 19:59:41.789999872+02:00
1728064796.1899998,2906519200000.0,4455,2024-10-04 17:59:56.189999872+00:00,2024-10-04 19:59:56.189999872+02:00
1728064810.59,2919340600000.0,4455,2024-10-04 18:00:10.589999872+00:00,2024-10-04 20:00:10.589999872+02:00
1728064824.99,2921351800000.0,4455,2024-10-04 18:00:24.990000128+00:00,2024-10-04 20:00:24.990000128+02:00
1728064839.3899999,2920849000000.0,4455,2024-10-04 18:00:39.389999872+00:00,2024-10-04 20:00:39.389999872+02:00
1728064853.79,2956547800000.0,4455,2024-10-04 18:00:53.789999872+00:00,2024-10-04 20:00:53.789999872+02:00
1728064868.1899998,2895373800000.0,4455,2024-10-04 18:01:08.189999872+00:00,2024-10-04 20:01:08.189999872+02:00
1728064882.59,2897804000000.0,4455,2024-10-04 18:01:22.589999872+00:00,2024-10-04 20:01:22.589999872+02:00
1728064896.99,2941212400000.0,4455,2024-10-04 18:01:36.990000128+00:00,2024-10-04 20:01:36.990000128+02:00
1728064911.3899999,2909871200000.0,4455,2024-10-04 18:01:51.389999872+00:00,2024-10-04 20:01:51.389999872+02:00
1728064925.79,2931826800000.0,4455,2024-10-04 18:02:05.789999872+00:00,2024-10-04 20:02:05.789999872+02:00
1728064940.1899998,2910793000000.0,4455,2024-10-04 18:02:20.189999872+00:00,2024-10-04 20:02:20.189999872+02:00
1728064954.59,2838054600000.0,4455,2024-10-04 18:02:34.589999872+00:00,2024-10-04 20:02:34.589999872+02:00
1728064968.99,2946994600000.0,4455,2024-10-04 18:02:48.990000128+00:00,2024-10-04 20:02:48.990000128+02:00
1728064983.3899999,2952860600000.0,4455,2024-10-04 18:03:03.389999872+00:00,2024-10-04 20:03:03.389999872+02:00
1728064997.79,2928223400000.0,4455,2024-10-04 18:03:17.789999872+00:00,2024-10-04 20:03:17.789999872+02:00
1728065012.1899998,2940877200000.0,4455,2024-10-04 18:03:32.189999872+00:00,2024-10-04 20:03:32.189999872+02:00
1728065026.59,2973391600000.0,4455,2024-10-04 18:03:46.589999872+00:00,2024-10-04 20:03:46.589999872+02:00
1728065040.99,2958559000000.0,4455,2024-10-04 18:04:00.990000128+00:00,2024-10-04 20:04:00.990000128+02:00
1728065055.3899999,2912888000000.0,4455,2024-10-04 18:04:15.389999872+00:00,2024-10-04 20:04:15.389999872+02:00
1728065069.79,2984201800000.0,4455,2024-10-04 18:04:29.789999872+00:00,2024-10-04 20:04:29.789999872+02:00
1728065084.1899998,2932581000000.0,4455,2024-10-04 18:04:44.189999872+00:00,2024-10-04 20:04:44.189999872+02:00
1728065098.59,2932329600000.0,4455,2024-10-04 18:04:58.589999872+00:00,2024-10-04 20:04:58.589999872+02:00
1728065112.99,3057359200000.0,4455,2024-10-04 18:05:12.990000128+00:00,2024-10-04 20:05:12.990000128+02:00
1728065127.3899999,2931743000000.0,4455,2024-10-04 18:05:27.389999872+00:00,2024-10-04 20:05:27.389999872+02:00
1728065141.79,2965514400000.0,4455,2024-10-04 18:05:41.789999872+00:00,2024-10-04 20:05:41.789999872+02:00
1728065156.1899998,2991995200000.0,4455,2024-10-04 18:05:56.189999872+00:00,2024-10-04 20:05:56.189999872+02:00
1728065170.59,2945989000000.0,4455,2024-10-04 18:06:10.589999872+00:00,2024-10-04 20:06:10.589999872+02:00
1728065184.99,2959816000000.0,4455,2024-10-04 18:06:24.990000128+00:00,2024-10-04 20:06:24.990000128+02:00
1728065199.3899999,2987302400000.0,4455,2024-10-04 18:06:39.389999872+00:00,2024-10-04 20:06:39.389999872+02:00
1728065213.79,2950933200000.0,4455,2024-10-04 18:06:53.789999872+00:00,2024-10-04 20:06:53.789999872+02:00
1728065228.1899998,2956128800000.0,4455,2024-10-04 18:07:08.189999872+00:00,2024-10-04 20:07:08.189999872+02:00
1728065242.59,2949927600000.0,4455,2024-10-04 18:07:22.589999872+00:00,2024-10-04 20:07:22.589999872+02:00
1728065256.99,2960737800000.0,4455,2024-10-04 18:07:36.990000128+00:00,2024-10-04 20:07:36.990000128+02:00
1728065271.3899999,2927050200000.0,4455,2024-10-04 18:07:51.389999872+00:00,2024-10-04 20:07:51.389999872+02:00
1728065285.79,2986129200000.0,4455,2024-10-04 18:08:05.789999872+00:00,2024-10-04 20:08:05.789999872+02:00
1728065300.1899998,2918167400000.0,4455,2024-10-04 18:08:20.189999872+00:00,2024-10-04 20:08:20.189999872+02:00
1728065314.59,2964676400000.0,4455,2024-10-04 18:08:34.589999872+00:00,2024-10-04 20:08:34.589999872+02:00
1728065328.99,2955961200000.0,4455,2024-10-04 18:08:48.990000128+00:00,2024-10-04 20:08:48.990000128+02:00
1728065343.3899999,2887161400000.0,4455,2024-10-04 18:09:03.389999872+00:00,2024-10-04 20:09:03.389999872+02:00
1728065357.79,2984872200000.0,4455,2024-10-04 18:09:17.789999872+00:00,2024-10-04 20:09:17.789999872+02:00
1728065372.1899998,2944396800000.0,4455,2024-10-04 18:09:32.189999872+00:00,2024-10-04 20:09:32.189999872+02:00
1728065386.59,2929229000000.0,4455,2024-10-04 18:09:46.589999872+00:00,2024-10-04 20:09:46.589999872+02:00
1728065400.99,2974648600000.0,4455,2024-10-04 18:10:00.990000128+00:00,2024-10-04 20:10:00.990000128+02:00
1728065415.3899999,2973978200000.0,4455,2024-10-04 18:10:15.389999872+00:00,2024-10-04 20:10:15.389999872+02:00
1728065429.79,2929564200000.0,4455,2024-10-04 18:10:29.789999872+00:00,2024-10-04 20:10:29.789999872+02:00
1728065444.1899998,2986045400000.0,4455,2024-10-04 18:10:44.189999872+00:00,2024-10-04 20:10:44.189999872+02:00
1728065458.59,2978335800000.0,4455,2024-10-04 18:10:58.589999872+00:00,2024-10-04 20:10:58.589999872+02:00
1728065472.99,2981185000000.0,4455,2024-10-04 18:11:12.990000128+00:00,2024-10-04 20:11:12.990000128+02:00
1728065487.3899999,2935933000000.0,4455,2024-10-04 18:11:27.389999872+00:00,2024-10-04 20:11:27.389999872+02:00
1728065501.79,3021157600000.0,4455,2024-10-04 18:11:41.789999872+00:00,2024-10-04 20:11:41.789999872+02:00
1728065516.1899998,2975989400000.0,4455,2024-10-04 18:11:56.189999872+00:00,2024-10-04 20:11:56.189999872+02:00
1728065530.59,2964508800000.0,4455,2024-10-04 18:12:10.589999872+00:00,2024-10-04 20:12:10.589999872+02:00
1728065544.99,3010012200000.0,4455,2024-10-04 18:12:24.990000128+00:00,2024-10-04 20:12:24.990000128+02:00
1728065559.3899999,2929061400000.0,4455,2024-10-04 18:12:39.389999872+00:00,2024-10-04 20:12:39.389999872+02:00
1728065573.79,2990486800000.0,4455,2024-10-04 18:12:53.789999872+00:00,2024-10-04 20:12:53.789999872+02:00
1728065588.1899998,2956547800000.0,4455,2024-10-04 18:13:08.189999872+00:00,2024-10-04 20:13:08.189999872+02:00
1728065602.59,2897636400000.0,4455,2024-10-04 18:13:22.589999872+00:00,2024-10-04 20:13:22.589999872+02:00
1728065616.99,3104119600000.0,4455,2024-10-04 18:13:36.990000128+00:00,2024-10-04 20:13:36.990000128+02:00
1728065631.3899999,3009341800000.0,4455,2024-10-04 18:13:51.389999872+00:00,2024-10-04 20:13:51.389999872+02:00
1728065645.79,2953866200000.0,4455,2024-10-04 18:14:05.789999872+00:00,2024-10-04 20:14:05.789999872+02:00
1728065660.1899998,2955793600000.0,4455,2024-10-04 18:14:20.189999872+00:00,2024-10-04 20:14:20.189999872+02:00
1728065674.59,2986380600000.0,4455,2024-10-04 18:14:34.589999872+00:00,2024-10-04 20:14:34.589999872+02:00
1728065688.99,2933000000000.0,4455,2024-10-04 18:14:48.990000128+00:00,2024-10-04 20:14:48.990000128+02:00
1728065703.3899999,3023336400000.0,4455,2024-10-04 18:15:03.389999872+00:00,2024-10-04 20:15:03.389999872+02:00
1728065717.79,3032554400000.0,4455,2024-10-04 18:15:17.789999872+00:00,2024-10-04 20:15:17.789999872+02:00
1728065732.1899998,2949089600000.0,4455,2024-10-04 18:15:32.189999872+00:00,2024-10-04 20:15:32.189999872+02:00
1728065746.59,3007917200000.0,4455,2024-10-04 18:15:46.589999872+00:00,2024-10-04 20:15:46.589999872+02:00
1728065760.99,3010850200000.0,4455,2024-10-04 18:16:00.990000128+00:00,2024-10-04 20:16:00.990000128+02:00
1728065775.3899999,2940290600000.0,4455,2024-10-04 18:16:15.389999872+00:00,2024-10-04 20:16:15.389999872+02:00
1728065789.79,2991576200000.0,4455,2024-10-04 18:16:29.789999872+00:00,2024-10-04 20:16:29.789999872+02:00
1728065804.1899998,3012358600000.0,4455,2024-10-04 18:16:44.189999872+00:00,2024-10-04 20:16:44.189999872+02:00
1728065818.59,3016548600000.0,4455,2024-10-04 18:16:58.589999872+00:00,2024-10-04 20:16:58.589999872+02:00
1728065832.99,2957218200000.0,4455,2024-10-04 18:17:12.990000128+00:00,2024-10-04 20:17:12.990000128+02:00
1728065847.3899999,2962078600000.0,4455,2024-10-04 18:17:27.389999872+00:00,2024-10-04 20:17:27.389999872+02:00
1728065861.79,2946491800000.0,4455,2024-10-04 18:17:41.789999872+00:00,2024-10-04 20:17:41.789999872+02:00
1728065876.1899998,3020990000000.0,4455,2024-10-04 18:17:56.189999872+00:00,2024-10-04 20:17:56.189999872+02:00
1728065890.59,3022666000000.0,4455,2024-10-04 18:18:10.589999872+00:00,2024-10-04 20:18:10.589999872+02:00
1728065904.99,2967525600000.0,4455,2024-10-04 18:18:24.990000128+00:00,2024-10-04 20:18:24.990000128+02:00
1728065919.3899999,3045543400000.0,4455,2024-10-04 18:18:39.389999872+00:00,2024-10-04 20:18:39.389999872+02:00
1728065933.79,2996604200000.0,4455,2024-10-04 18:18:53.789999872+00:00,2024-10-04 20:18:53.789999872+02:00
1728065948.1899998,3019146400000.0,4455,2024-10-04 18:19:08.189999872+00:00,2024-10-04 20:19:08.189999872+02:00
1728065962.59,3042107600000.0,4455,2024-10-04 18:19:22.589999872+00:00,2024-10-04 20:19:22.589999872+02:00
1728065976.99,2921100400000.0,4455,2024-10-04 18:19:36.990000128+00:00,2024-10-04 20:19:36.990000128+02:00
1728065991.3899999,2935514000000.0,4455,2024-10-04 18:19:51.389999872+00:00,2024-10-04 20:19:51.389999872+02:00
1728066005.79,3023168800000.0,4455,2024-10-04 18:20:05.789999872+00:00,2024-10-04 20:20:05.789999872+02:00
1728066020.1899998,2983028600000.0,4455,2024-10-04 18:20:20.189999872+00:00,2024-10-04 20:20:20.189999872+02:00
1728066034.59,2961073000000.0,4455,2024-10-04 18:20:34.589999872+00:00,2024-10-04 20:20:34.589999872+02:00
1728066048.99,2987051000000.0,4455,2024-10-04 18:20:48.990000128+00:00,2024-10-04 20:20:48.990000128+02:00
1728066063.3899999,3000542800000.0,4455,2024-10-04 18:21:03.389999872+00:00,2024-10-04 20:21:03.389999872+02:00
1728066077.79,2959061800000.0,4455,2024-10-04 18:21:17.789999872+00:00,2024-10-04 20:21:17.789999872+02:00
1728066092.1899998,3026520800000.0,4455,2024-10-04 18:21:32.189999872+00:00,2024-10-04 20:21:32.189999872+02:00
1728066106.59,2955626000000.0,4455,2024-10-04 18:21:46.589999872+00:00,2024-10-04 20:21:46.589999872+02:00
1728066120.99,2967693200000.0,4455,2024-10-04 18:22:00.990000128+00:00,2024-10-04 20:22:00.990000128+02:00
1728066135.3899999,3026856000000.0,4455,2024-10-04 18:22:15.389999872+00:00,2024-10-04 20:22:15.389999872+02:00
1728066149.79,3018727400000.0,4455,2024-10-04 18:22:29.789999872+00:00,2024-10-04 20:22:29.789999872+02:00
1728066164.1899998,3010598800000.0,4455,2024-10-04 18:22:44.189999872+00:00,2024-10-04 20:22:44.189999872+02:00
1728066178.59,3028280600000.0,4455,2024-10-04 18:22:58.589999872+00:00,2024-10-04 20:22:58.589999872+02:00
1728066192.99,3044202600000.0,4455,2024-10-04 18:23:12.990000128+00:00,2024-10-04 20:23:12.990000128+02:00
1728066207.3899999,2972805000000.0,4455,2024-10-04 18:23:27.389999872+00:00,2024-10-04 20:23:27.389999872+02:00
1728066221.79,3039509800000.0,4455,2024-10-04 18:23:41.789999872+00:00,2024-10-04 20:23:41.789999872+02:00
1728066236.1899998,3024593400000.0,4455,2024-10-04 18:23:56.189999872+00:00,2024-10-04 20:23:56.189999872+02:00
1728066250.59,3011855800000.0,4455,2024-10-04 18:24:10.589999872+00:00,2024-10-04 20:24:10.589999872+02:00
1728066264.99,3027610200000.0,4455,2024-10-04 18:24:24.990000128+00:00,2024-10-04 20:24:24.990000128+02:00
1728066279.3899999,2980598400000.0,4455,2024-10-04 18:24:39.389999872+00:00,2024-10-04 20:24:39.389999872+02:00
1728066293.79,3049901000000.0,4455,2024-10-04 18:24:53.789999872+00:00,2024-10-04 20:24:53.789999872+02:00
1728066308.1899998,3049565800000.0,4455,2024-10-04 18:25:08.189999872+00:00,2024-10-04 20:25:08.189999872+02:00
1728066322.59,2983531400000.0,4455,2024-10-04 18:25:22.589999872+00:00,2024-10-04 20:25:22.589999872+02:00
1728066336.99,3033560000000.0,4455,2024-10-04 18:25:36.990000128+00:00,2024-10-04 20:25:36.990000128+02:00
1728066351.3899999,3090795400000.0,4455,2024-10-04 18:25:51.389999872+00:00,2024-10-04 20:25:51.389999872+02:00
1728066365.79,3006492600000.0,4455,2024-10-04 18:26:05.789999872+00:00,2024-10-04 20:26:05.789999872+02:00
1728066380.1899998,3016548600000.0,4455,2024-10-04 18:26:20.189999872+00:00,2024-10-04 20:26:20.189999872+02:00
1728066394.59,3202165600000.0,4455,2024-10-04 18:26:34.589999872+00:00,2024-10-04 20:26:34.589999872+02:00
1728066408.99,3048644000000.0,4455,2024-10-04 18:26:48.990000128+00:00,2024-10-04 20:26:48.990000128+02:00
1728066423.3899999,2974648600000.0,4455,2024-10-04 18:27:03.389999872+00:00,2024-10-04 20:27:03.389999872+02:00
1728066437.79,3009006600000.0,4455,2024-10-04 18:27:17.789999872+00:00,2024-10-04 20:27:17.789999872+02:00
1728066452.1899998,2947665000000.0,4455,2024-10-04 18:27:32.189999872+00:00,2024-10-04 20:27:32.189999872+02:00
1728066466.59,2987051000000.0,4455,2024-10-04 18:27:46.589999872+00:00,2024-10-04 20:27:46.589999872+02:00
1728066480.99,3009593200000.0,4455,2024-10-04 18:28:00.990000128+00:00,2024-10-04 20:28:00.990000128+02:00
1728066495.3899999,2940206800000.0,4455,2024-10-04 18:28:15.389999872+00:00,2024-10-04 20:28:15.389999872+02:00
1728066509.79,2903753800000.0,4455,2024-10-04 18:28:29.789999872+00:00,2024-10-04 20:28:29.789999872+02:00
1728066524.1899998,2986380600000.0,4455,2024-10-04 18:28:44.189999872+00:00,2024-10-04 20:28:44.189999872+02:00
1728066538.59,2993503600000.0,4455,2024-10-04 18:28:58.589999872+00:00,2024-10-04 20:28:58.589999872+02:00
1728066552.99,2944145400000.0,4455,2024-10-04 18:29:12.990000128+00:00,2024-10-04 20:29:12.990000128+02:00
1728066567.3899999,2964173600000.0,4455,2024-10-04 18:29:27.389999872+00:00,2024-10-04 20:29:27.389999872+02:00
1728066581.79,2961659600000.0,4455,2024-10-04 18:29:41.789999872+00:00,2024-10-04 20:29:41.789999872+02:00
1728066596.1899998,2874088600000.0,4455,2024-10-04 18:29:56.189999872+00:00,2024-10-04 20:29:56.189999872+02:00
1728066610.59,2957469600000.0,4455,2024-10-04 18:30:10.589999872+00:00,2024-10-04 20:30:10.589999872+02:00
1728066624.99,2911379600000.0,4455,2024-10-04 18:30:24.990000128+00:00,2024-10-04 20:30:24.990000128+02:00
1728066639.3899999,2975235200000.0,4455,2024-10-04 18:30:39.389999872+00:00,2024-10-04 20:30:39.389999872+02:00
